,event,points,total_points,rank,rank_sort,overall_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
0,39,59,59,4581743,4730453,7477103,3,1000,0,0,12
1,40,59,114,4501157,4511096,7480182,1,1000,2,4,8
2,41,85,199,223852,229036,7448980,6,1001,1,0,3
3,42,60,259,2043416,2060682,7441312,1,1001,1,0,0
4,43,84,343,650724,664612,7423989,2,1001,1,0,-2
