,event,points,total_points,rank,rank_sort,overall_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
0,39,72,72,2546019,2649800,7459201,1,1000,0,0,12
1,40,63,135,3708940,3724390,7459118,1,1001,1,0,5
2,41,85,220,206212,223708,7433693,1,1000,0,0,3
3,42,68,288,1085557,1102033,7422398,44,996,2,0,2
4,43,58,346,4011296,4024203,7422161,29,1000,1,0,0
