,event,points,total_points,rank,rank_sort,overall_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
0,39,95,95,516166,531669,7438385,0,1000,0,0,3
1,40,69,164,2559548,2577701,7434563,4,1002,1,0,1
2,41,96,260,38262,41791,7411604,4,1004,0,0,6
3,42,51,311,3510090,3525464,7410287,14,1004,2,0,4
4,43,60,371,3706077,3720537,7407954,4,1005,1,0,2
